ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog,ZIndex
134,Giancane,11512,244185,21.2095,3.10052,0.57723
135,Lorella Cuccarini,17655,102381,5.79865,1.91672,-1.15351
136,Fabio Rovazzi,25342,273543,10.79363,2.46755,-0.34818
137,Simba La Rue,31890,2782287,87.24364,4.4801,2.59422
138,Rino Gaetano,155012,2718198,17.53529,2.91967,0.31283
139,Verdena,125170,4968846,39.69646,3.70614,1.46267
140,Gianni Morandi,96238,761873,7.91646,2.18789,-0.75705
141,Renato Zero,82516,943832,11.43803,2.52075,-0.2704
142,Eugenio in via di gioia,17535,608443,34.69679,3.57506,1.27103
143,Rhove,46098,1924061,41.73758,3.75507,1.53421
144,Lucio Dalla,188608,2914901,15.45472,2.80061,0.13876
145,Francesco Guccini,90167,1996203,22.1387,3.1415,0.63715
146,Umberto Tozzi,204620,1513703,7.39759,2.12794,-0.8447
147,Baustelle,93825,3815483,40.66551,3.72967,1.49707
148,Negrita,98743,1876032,18.99894,2.99567,0.42394
149,Antonello Venditti,134700,1643811,12.2034,2.58047,-0.18309
150,Litfiba,62043,1744270,28.11343,3.37119,0.97296
151,Donatella Rettore,62178,486291,7.82082,2.17711,-0.77281
152,Murubutu,12488,670498,53.68708,4.00162,1.89467
153,Venerus,34525,909788,26.3508,3.30874,0.88166
154,Don Joe,21500,444262,20.66238,3.07557,0.54076
155,Daniele Silvestri,130756,1882699,14.39845,2.73426,0.04175
156,I Cani,36920,1787086,48.40296,3.90001,1.74611
157,MinaCelentano,20194,221181,10.95226,2.48092,-0.32863
158,Dua Lipa,2781907,266188898,95.68573,4.57146,2.72779
159,Lady Gaga,6645527,707016414,106.3898,4.67646,2.88131
160,Miley Cyrus,4203418,239035060,56.86681,4.05814,1.9773
161,Bebe Rexha,1259150,33545647,26.64148,3.31931,0.89711
162,Ava Max,1317644,54740938,41.54452,3.75055,1.5276
163,Madonna,4781247,268024529,56.05744,4.04405,1.9567
164,Rihanna,7259752,443748180,61.12441,4.12913,2.08109
165,Selena Gomez,2635614,166882725,63.31832,4.16384,2.13184
166,Meghan Trainor,1802787,37197996,20.63359,3.07424,0.53881
167,Britney Spears,5472076,347136876,63.43786,4.1657,2.13456
168,CYN,207054,2073811,10.01574,2.39932,-0.44793
169,Camila Cabello,1993948,104578204,52.44778,3.9787,1.86116
170,Tove Lo,2064805,104595302,50.65623,3.94461,1.81132
171,Ke$ha,2667445,103278292,38.71804,3.6818,1.42708
172,Anitta,1009696,126128386,124.91706,4.83562,3.114
173,Gwen Stefani,3758164,65973992,17.55484,2.92073,0.31438
174,Demi Lovato,2826873,153520051,54.30735,4.0129,1.91116
175,Christina Aguilera,3907362,166452623,42.59973,3.77505,1.56342
176,Zara Larsson,1521577,43636770,28.67862,3.39042,1.00108
177,Selena Gomez & the Scene,2076112,41029479,19.76264,3.03315,0.47874
178,P!nk,3827685,113699213,29.70442,3.4244,1.05076
179,Kylie Minogue,3080452,138758826,45.04494,3.82961,1.64319
180,Fergie,2959251,39279977,13.27361,2.65841,-0.06913
181,Jessie J,2662911,48485210,18.20759,2.9553,0.36492
182,Shakira,4192136,138876696,33.1279,3.53011,1.20531
183,Marina,1766235,128475928,72.73995,4.30054,2.3317
184,Paris Hilton,863858,8808547,10.19674,2.41562,-0.4241
185,Kim Petras,1007939,77385577,76.77597,4.35383,2.40961
186,Bonnie McKee,139046,2172785,15.62626,2.81098,0.15392
187,Kelly Clarkson,3860564,100130610,25.93677,3.29349,0.85936
188,Jennifer Lopez,3305247,57504098,17.39781,2.91223,0.30195
189,Ellie Goulding,3378180,126511732,37.44966,3.64934,1.37963
190,Addison Rae,774003,23199838,29.97379,3.43314,1.06353
191,Little Mix,1579851,102607054,64.94725,4.18885,2.16841
192,Avril Lavigne,4331071,201053088,46.42109,3.85906,1.68624
193,Sabrina Carpenter,2496805,353905877,141.74344,4.96104,3.29737
194,Rita Ora,1211501,25374022,20.94426,3.0885,0.55966
195,Adele,4924412,258103345,52.41301,3.97805,1.86021
196,Hilary Duff,1214891,26524900,21.83313,3.12821,0.61772
197,Carly Rae Jepsen,2547444,129485668,50.82962,3.94796,1.81622
198,Halsey,2327949,179109625,76.93877,4.35592,2.41267
199,Lindsay Lohan,924165,11491095,12.43401,2.59778,-0.15778
200,Taylor Swift,5081389,2911871348,573.04622,6.3527,5.33202
201,Nelly Furtado,4041642,87159065,21.56525,3.11641,0.60047
202,The Pussycat Dolls,2998467,46675865,15.56657,2.80738,0.14865
203,Ariana Grande,3783718,838135571,221.51105,5.40497,3.94641
204,Hailee Steinfeld,1097710,22766082,20.73959,3.07913,0.54596
205,Luísa Sonza,496995,72674790,146.22811,4.99198,3.34261
206,Ashley Tisdale,879407,15179026,17.2605,2.90474,0.291
207,ASHLEY O,197331,2460282,12.46772,2.60029,-0.15411
208,Foxes,487817,12815546,26.27116,3.30582,0.87739
209,Dagny,266237,4212278,15.82147,2.82265,0.17098
210,Cher,1873831,30003312,16.01174,2.8339,0.18743
211,Olivia Rodrigo,2531104,427423265,168.86824,5.13502,3.55174
212,Nicole Scherzinger,1093066,14859985,13.59476,2.68066,-0.0366
213,Anahí,168271,8482841,50.41148,3.93986,1.80438
214,Charli XCX,3066602,493830592,161.03505,5.08781,3.48271
215,Danna Paola,235892,7776038,32.96425,3.5253,1.19828
216,Fifth Harmony,1372968,41674682,30.35369,3.44533,1.08136
217,Cher Lloyd,932698,12744440,13.66404,2.68539,-0.02969
218,Mabel,646073,12142493,18.79427,2.98539,0.40891
219,DUDA BEAT,231679,24682057,106.53512,4.67781,2.88328
220,Ashlee Simpson,992840,13837565,13.93734,2.70386,-0.00269
221,Sia,3833282,140567320,36.67021,3.62886,1.34968
222,Lorde,3138587,304778222,97.10679,4.58605,2.74913
223,Manu Gavassi,254989,14697422,57.6392,4.0714,1.99669
224,Troye Sivan,2081748,138563704,66.56119,4.21303,2.20376
225,Jordin Sparks,1269708,14332655,11.28814,2.50863,-0.28812
226,Christina Perri,1661285,23109954,13.91088,2.70209,-0.00527
227,Lily Allen,3159369,92569289,29.29992,3.41114,1.03137
228,Melanie Martinez,1896930,193398165,101.95318,4.63427,2.81962
229,Benson Boone,1015063,25677346,25.29628,3.26942,0.82417
230,Bridgit Mendler,794253,12813250,16.13243,2.84097,0.19776
231,Priscilla,133760,2829628,21.15435,3.09803,0.57359
232,Lizzo,1529215,48828467,31.93039,3.49439,1.15308
233,Jão,376224,81271302,216.01781,5.37997,3.90986
234,Mariah Carey,4337734,192008288,44.26464,3.81252,1.6182
235,Chappell Roan,1928301,215572724,111.79406,4.72556,2.95309
236,Pixie Lott,936649,13836797,14.77264,2.75827,0.07685
237,Nicki Minaj,4204990,253252650,60.22668,4.11458,2.05982
238,Rouge,194176,5111816,26.32554,3.30782,0.88031
239,Tate McRae,1670550,132872090,79.53788,4.38872,2.46062
240,Beyoncé,5943287,558387739,93.95266,4.55337,2.70135
241,Victoria Justice,116597,1713960,14.69973,2.75364,0.07008
242,The Veronicas,1165220,27154710,23.30434,3.19065,0.70901
243,Wanessa,279376,9075793,32.48582,3.51112,1.17754
244,Heidi Montag,583906,5298412,9.07406,2.30996,-0.57858
245,Billie Eilish,3528177,625455999,177.2745,5.18332,3.62235
246,Hannah Montana,923465,16786638,18.17786,2.95375,0.36265
247,Cheryl,278357,5500391,19.76013,3.03303,0.47856
248,Sam Smith,2693819,97421721,36.16489,3.61536,1.32995
249,Agnes,457498,6988701,15.27588,2.78968,0.12278
250,Belinda,414297,7934873,19.15257,3.00333,0.43514
251,Cyndi Lauper,2607924,31013014,11.89183,2.55659,-0.218
252,Olly Alexander (Years & Years),439406,5412612,12.31799,2.58911,-0.17045
253,Raye,1183328,33025878,27.90929,3.36416,0.96268
254,Natalia Kills,714621,14335019,20.05958,3.04735,0.4995
255,Marina & the Diamonds,1241771,75939226,61.15392,4.12961,2.0818
256,Rachel Platten,492995,5235221,10.61919,2.45265,-0.36996
257,Nick Jonas,1121011,18380069,16.39596,2.85623,0.22007
258,Natori,198076,4497442,22.70552,3.1657,0.67253
259,yoasobi,681757,40926005,60.0301,4.11136,2.05511
260,ZUTOMAYO,250944,11472402,45.71679,3.8441,1.66437
261,Phantom Siita,28547,943791,33.05979,3.52811,1.20238
262,tuki.,44595,826925,18.54258,2.97259,0.3902
263,Ryokuoushoku Shakai,135966,2764312,20.33075,3.06014,0.5182
264,Creepy Nuts,413891,12696411,30.67566,3.45554,1.09628
265,Hoshimachi Suisei,81417,6089453,74.79246,4.32799,2.37183
266,MAISONdes,102739,2353573,22.90804,3.17421,0.68497
267,Reol,264343,12230113,46.26589,3.85578,1.68145
268,MYTH & ROID,160730,5802889,36.10311,3.6137,1.32752
269,dazbee,42658,1084979,25.43376,3.27464,0.8318
270,Tatsuya Kitani,268110,6437684,24.01126,3.21932,0.75092
271,米津玄師,78771,4831058,61.32963,4.13243,2.08592
272,Yorushika,213114,12138386,56.95697,4.0597,1.97959
273,syudou,137709,3594680,26.10326,3.29965,0.86837
274,Vaundy,388621,11752394,30.24119,3.44173,1.07609
275,Rokudenashi,35580,372753,10.47618,2.44027,-0.38806
276,DECO*27,314167,15106984,48.08568,3.89356,1.73668
277,ayase,77916,1305797,16.75882,2.87688,0.25027
278,Aimer,377377,19858022,52.62103,3.98194,1.8659
279,Milet,121923,4135404,33.91788,3.55299,1.23876
280,Oxt,76957,1472983,19.14008,3.00271,0.43423
281,imase,280560,3927271,13.99792,2.70791,0.00323
282,Reona,82932,2606047,31.42352,3.47888,1.13041
283,Official HIGE DANdism,299926,8593797,28.65296,3.38956,0.99982
284,Yuuri,112352,2769774,24.65242,3.24463,0.78793
285,なとり,29642,373531,12.60098,2.61014,-0.13971
286,美波,263669,6615927,25.09169,3.26161,0.81275
287,星街すいせい,20001,1409085,70.4472,4.26895,2.28552
288,Sayuri,120574,2673280,22.17109,3.1429,0.63919
289,Kocchi no Kento,103029,1482859,14.39249,2.73387,0.04118
290,鈴木このみ,39668,1421640,35.83755,3.60651,1.31701
291,Ai Higuchi,75296,695717,9.23963,2.32626,-0.55475
292,ヨルシカ,177812,7013030,39.44047,3.69983,1.45344
293,mafumafu,84833,2824459,33.29395,3.53496,1.2124
294,稲葉曇,184561,4208229,22.80116,3.16973,0.67842
295,Yoh Kamiyama,177635,2871934,16.16752,2.84301,0.20075
296,Egoist,168050,7259094,43.19577,3.78862,1.58326
297,Queen Bee,165889,3368728,20.30699,3.05903,0.51657
298,ファントムシータ,22775,514482,22.58877,3.16077,0.66532
299,SawanoHiroyuki[nZk],157629,5500841,34.89717,3.58065,1.2792
300,Midnight Grand Orchestra,14017,822636,58.68426,4.08906,2.02251
301,須田景凪,172763,2634412,15.24861,2.788,0.12032
302,Masayuki Suzuki,171427,2857688,16.6699,2.87186,0.24293
303,ZAQ,103744,2603923,25.09926,3.2619,0.81318
304,Sangatsu no Phantasia,64758,1515915,23.40856,3.19493,0.71526
305,Ano,87994,1514986,17.21672,2.90233,0.28747
306,Goose house,227997,3612493,15.8444,2.82401,0.17297
307,Uru,60692,1188573,19.58336,3.02448,0.46606
308,CHiCO with HoneyWorks,112541,2318484,20.60105,3.07274,0.53662
309,ロクデナシ,102861,1806739,17.56468,2.92126,0.31515
310,Eir Aoi,119716,2146115,17.92656,2.94056,0.34337
311,MOB CHOIR,132333,2844076,21.49164,3.11314,0.59568
312,ずっと真夜中でいいのに。,19760,1767105,89.42386,4.5045,2.6299
313,Asca,68916,1451563,21.06248,3.09387,0.56751
314,Yoko Takahashi,394653,5006694,12.68628,2.61639,-0.13057
315,和ぬか,48717,708543,14.54376,2.74365,0.05548
316,緑黄色社会,12314,538732,43.746,3.801,1.60136
317,GARNiDELiA,88527,2646288,29.8921,3.4305,1.05968
318,Asmi,26466,352339,13.31238,2.66112,-0.06517
319,Meiyo,55294,727228,13.15178,2.64984,-0.08166
320,Junna,48492,756522,15.60064,2.80944,0.15167
321,SEKAI NO OWARI,161364,4307996,26.69721,3.32133,0.90007
322,TOOBOE,76222,1590706,20.8691,3.08507,0.55465
323,DUSTCELL,32973,1053981,31.964,3.49541,1.15458
324,EILL,78620,1349129,17.1599,2.89921,0.28291
325,Lisa,1514059,91495220,60.43037,4.1179,2.06468
326,25時、ナイトコードで。,111620,12771102,114.41486,4.74853,2.98668
327,Majiko,123175,2508655,20.36642,3.06182,0.52065
328,hololive IDOL PROJECT,24511,1158365,47.25705,3.87654,1.7118
329,MORE MORE JUMP!,72272,4890486,67.66684,4.22926,2.22749
330,Monogatari Series,26654,826848,31.02037,3.46637,1.11212
331,aimyon,93555,2254366,24.09643,3.22272,0.75589
332,Official髭男dism,22117,1444731,65.31924,4.19448,2.17664
333,Lilas Ikuta,43595,806436,18.49793,2.9703,0.38685
334,Vivid BAD SQUAD,91347,8650617,94.69957,4.56121,2.71281
335,Supercell,177202,8128863,45.87316,3.84744,1.66925
336,ClariS,177185,7908882,44.63604,3.82069,1.63015
337,Hiroshi Kitadani,78575,1203186,15.31238,2.79192,0.12605
338,Cö shu Nie,281381,6977217,24.79624,3.25022,0.7961
339,Omoinotake,110460,1826142,16.532,2.86402,0.23146
340,キタニタツヤ,111462,2052173,18.41124,2.96585,0.38034
341,Da-iCE,67372,1111111,16.49193,2.86173,0.22812
342,the peggies,174388,4568811,26.19896,3.30317,0.87351
343,前島麻由,28656,497043,17.34455,2.90933,0.29771
344,いきものがかり,136711,6430696,47.03827,3.87199,1.70515
345,Yuu Miyashita,70246,2266996,32.27178,3.5047,1.16816
346,x0o0x_,66116,1499851,22.6848,3.16483,0.67126
347,YUI,437011,20589864,47.11509,3.87359,1.70749
348,fhána,81084,2160370,26.64327,3.31938,0.89721
349,きくおはな,91616,2758233,30.10612,3.4374,1.06976
350,Shoko Nakagawa,117527,1568399,13.34489,2.66339,-0.06185
351,inabakumori,184087,6070392,32.97548,3.52563,1.19876
352,シユイ,25327,420290,16.59388,2.86755,0.23662
353,ATARASHII GAKKO!,291951,9422234,32.27322,3.50475,1.16823
354,Sumika,155841,2886902,18.52454,2.97167,0.38885
355,Tia,225707,2286512,10.13039,2.40967,-0.4328
356,ワンダーランズ×ショウタイム,97323,9366790,96.24337,4.57721,2.7362
357,みゆな,65161,899619,13.80588,2.69502,-0.01561
358,Anna,230330,4217342,18.30991,2.96061,0.37268
359,Marcella Bella,31487,212796,6.758,2.04872,-0.96052
360,Joan Thiele,38589,492774,12.76947,2.62245,-0.12171
361,Chanel,197389,3180546,16.113,2.83983,0.1961
362,Anna Tatangelo,51870,571715,11.02186,2.48672,-0.32015
363,Matia Bazar,118037,1126472,9.54329,2.35548,-0.51203
364,Marina Satti,75132,2648178,35.24653,3.59034,1.29337
365,Lo Stato Sociale,28607,774366,27.06816,3.33463,0.91951
366,Mae Muller,154061,2266748,14.71321,2.7545,0.07134
367,Tiromancino,100821,986561,9.78517,2.37817,-0.47885
368,cmqmartina,7409,187015,25.23819,3.26721,0.82094
369,Giuni Russo,39665,374870,9.45066,2.34666,-0.52492
370,La Zarra,82555,1499746,18.1664,2.95315,0.36177
371,Irene Grandi,76730,611996,7.97586,2.19453,-0.74734
372,Achille Lauro,73271,2108833,28.78088,3.39386,1.00611
373,Dolcenera,34392,357242,10.38705,2.43247,-0.39947
374,Anna Bergendahl,59256,877187,14.80309,2.7602,0.07968
375,Nathalie Cardone,29671,218762,7.37267,2.12497,-0.84904
376,Marcus & Martinus,145659,3016213,20.70721,3.07764,0.54378
377,Massimo Ranieri,58204,419109,7.20056,2.1042,-0.87941
378,Olly,54318,1367926,25.18319,3.26511,0.81787
379,Urban Symphony,32114,402228,12.52461,2.60451,-0.14794
380,Silia Kapsis,37418,391990,10.47569,2.44023,-0.38812
381,Nutsa,28764,327510,11.38571,2.51654,-0.27655
382,Sarah Bonnici,24437,280089,11.4612,2.52261,-0.26768
383,Raiven,33081,632206,19.11027,3.00123,0.43207
384,Silvester Belt,54757,1152650,21.04989,3.0933,0.56668
385,Nebulossa,53983,884706,16.3883,2.85579,0.21943
386,Mustii,53146,708720,13.33508,2.6627,-0.06286
387,Electric Fields,33285,299750,9.00528,2.30311,-0.58859
388,Eden Golan,33970,440989,12.98133,2.63772,-0.09938
389,Teya Dora,82917,1251237,15.09005,2.7782,0.10599
390,Bambie Thug,130037,2223523,17.09902,2.89585,0.278
391,Maria Sur,12763,283694,22.2261,3.14527,0.64266
392,Slimane,96632,1404677,14.5362,2.74317,0.05478
393,Fahree,20096,129658,6.4516,2.00842,-1.01944
394,Andromache,27514,675394,24.54639,3.24049,0.78187
395,efendi,61381,987941,16.09496,2.83878,0.19456
396,Keiino,65728,2114412,32.16863,3.5016,1.16363
397,Brooke,44149,579143,13.11762,2.64742,-0.0852
398,ELENA TSAGRINOU,59174,1014099,17.13728,2.89796,0.28109
399,Margaret Berger,74884,1028319,13.73197,2.69001,-0.02293
400,Vicco,37985,889447,23.41512,3.1952,0.71566
401,Natalia Gordienko,33222,510561,15.36769,2.7953,0.13099
402,Blanca Paloma,38326,541649,14.1323,2.71683,0.01627
403,Amanda Tenfjord,63023,1041198,16.52065,2.86338,0.23053
404,Ulrikke,26774,569405,21.26629,3.10307,0.58096
405,Senhit,52198,679846,13.02411,2.64077,-0.09492
406,Stefania,43670,692407,15.85507,2.82465,0.1739
407,Lena,423433,8226424,19.42787,3.0169,0.45498
408,Monika Liu,43772,766505,17.5109,2.91835,0.3109
409,5MIINUST & Puuluup,1205,13512,11.20398,2.50176,-0.29816
410,MÉLOVIN,30630,633415,20.67888,3.07633,0.54187
411,Luke Black,49650,1283123,25.84284,3.28999,0.85425
412,S10,86174,3755824,43.58368,3.79736,1.59604
413,Noa Kirel,96000,1661887,17.31114,2.9075,0.29503
414,Jann,118188,4335750,36.68488,3.62925,1.35025
415,Eden Alene,35991,538104,14.95065,2.76949,0.09326
416,THE ROOP,72692,1215698,16.72372,2.8749,0.24737
417,Gjon's tears,75205,1472028,19.57327,3.02399,0.46534
418,Ana Mena,106253,3408681,32.08049,3.49894,1.15974
419,Rhove & ANNA,67,1106,16.2647,2.84866,0.20901
420,Samuele Bersani,97283,1130030,11.61578,2.53494,-0.24965
421,Jacqline,10092,183379,18.16892,2.95329,0.36198
422,Gianluca Grignani,177167,1465298,8.27066,2.22685,-0.70009
423,ICY SUBZERO,17907,526415,29.39552,3.41429,1.03598
424,Angy,24305,287210,11.81642,2.55072,-0.22658
425,Maninni,6955,42708,6.13973,1.96567,-1.08194
426,Raf,113847,875334,7.68861,2.16201,-0.79489
427,Damiano David,136907,1277360,9.33006,2.33505,-0.5419
428,Carl Brave,37945,967476,25.49612,3.27699,0.83524
429,Mr. Rain,6093,79600,13.06202,2.64347,-0.09098
430,Chiara Galiazzo,8329,129232,15.51404,2.80421,0.14402
431,Luca Carboni,75103,739563,9.84718,2.3839,-0.47048
432,Niccolò Fabi,49698,582331,11.71715,2.54295,-0.23794
433,Charlie Charles,38056,551533,14.49228,2.74034,0.05064
434,Iolanda,33755,446947,13.24052,2.65609,-0.07253
435,Brunette,42817,764879,17.86349,2.93722,0.33848
436,Cornelia Jakobs,75452,2122344,28.12802,3.3717,0.97371
437,Natalia Barbu,30452,225441,7.40291,2.12857,-0.84378
438,st. Pedro,10860,163867,15.08765,2.77805,0.10577
439,Loïc Nottet,121432,2639357,21.73508,3.1239,0.61142
440,Subsonica,124547,3734939,29.98794,3.43359,1.06419
441,Drillionaire,25214,773444,30.67396,3.45549,1.09621
442,Eros Ramazzotti,536043,8755901,16.33429,2.85268,0.21488
443,Rkomi,65532,3740420,57.07689,4.06176,1.9826
444,TEDUA,54460,6106183,112.12028,4.72845,2.95732
445,Blanco,304738,8757299,28.73704,3.39239,1.00396
446,Bresh,40992,2155018,52.57039,3.98099,1.86451
447,Sick Luke,33835,1477267,43.65962,3.79906,1.59852
448,Dani Faiv,20830,1112068,53.38524,3.99609,1.88659
449,Tony Effe,60184,2633059,43.74942,3.80107,1.60146
450,Fred De Palma,86228,1743029,20.21395,3.05465,0.51017
451,Sfera Ebbasta,108104,7745437,71.64735,4.28561,2.30987
452,NIGHT SKINNY,38104,2943975,77.25954,4.36003,2.41868
453,Capo Plaza,70284,3877362,55.16628,4.02831,1.93369
454,Madman,29173,2171637,74.43741,4.3233,2.36498
455,Gemitaiz,54753,5997419,109.53389,4.70532,2.9235
456,Vegas Jones,24722,893487,36.13991,3.61469,1.32897
457,Roshelle,7035,76379,10.85545,2.47278,-0.34053
458,Ketama126,22361,1367023,61.13151,4.12925,2.08127
459,Federico Rossi,9351,181438,19.40098,3.01558,0.45305
460,Rigoberta Bandini,54961,2340448,42.58302,3.77466,1.56285
461,Andrew Lambrou,42264,393440,9.30888,2.333,-0.54489
462,Monika Linkytė,1826,19312,10.57033,2.44844,-0.37612
463,gustaPH,52001,445551,8.56795,2.25841,-0.65395
464,REMO FORRER,39313,344024,8.75067,2.27733,-0.62629
465,Pasha Parfeny,7848,59649,7.59956,2.15171,-0.80995
466,Piqued Jacks,19180,123228,6.42448,2.00478,-1.02476
467,Victor Vernicos,18221,109638,6.01679,1.9483,-1.10734
468,TuralTuranX,19476,114514,5.87944,1.92853,-1.13624
469,Duncan Laurence,581958,8511859,14.62621,2.74894,0.06321
470,TVORCHI,56891,637737,11.2096,2.50222,-0.29749
471,WRS,41019,577727,14.08403,2.71363,0.01159
472,Mia Nicolai,35433,327592,9.24513,2.3268,-0.55396
473,Måns Zelmerlöw,252573,4380168,17.34211,2.90919,0.2975
474,Riccardo Cocciante,69410,667641,9.61866,2.36261,-0.5016
475,Fabio Concato,37194,327869,8.81486,2.28389,-0.61669
476,Pino Daniele,111800,2419252,21.63891,3.11967,0.60523
477,Francesco De Gregori,149854,2637067,17.59745,2.92302,0.31772
478,fripSide,105261,6631172,62.99682,4.15883,2.12452
479,Roberto Vecchioni,64665,678054,10.48547,2.44108,-0.38688
480,川田まみ,86978,5007015,57.56579,4.07015,1.99486
481,Lia,109187,3988542,36.52912,3.62511,1.3442
482,原田ひとみ,20638,564249,27.33896,3.34423,0.93355
483,Fabrizio De André,215921,8614843,39.89793,3.71107,1.46988
484,Ex-Otago,35677,718737,20.1451,3.0514,0.50542
485,Motta,35591,580536,16.31085,2.85133,0.21291
486,Dente,50717,1327673,26.17755,3.30239,0.87237
487,Giorgio Poi,38857,616202,15.85778,2.82481,0.17414
488,"Colapesce, Dimartino",1510,23304,15.42289,2.79867,0.13592
489,Afterhours,113897,4201527,36.8885,3.63464,1.35813
490,Caterina Caselli,65499,478437,7.30438,2.11678,-0.86101
491,Milva,47865,456111,9.52891,2.35412,-0.51402
492,Nomadi,44691,764366,17.10297,2.89607,0.27832
493,Stadio,41919,370682,8.8426,2.28671,-0.61257
494,Alexia,147780,1043345,7.06007,2.08692,-0.90467
495,Paola Iezzi,2583,54065,20.92298,3.08753,0.55824
496,Geri Halliwell,428692,3555605,8.29405,2.22937,-0.6964
497,Viola Valentino,21487,134281,6.24911,1.98087,-1.05972
498,Atomic Kitten,578824,5122152,8.84922,2.28739,-0.61158
499,Neja,17688,95249,5.38464,1.85389,-1.24537
500,Mónica Naranjo,112840,1810795,16.04731,2.83599,0.19048
501,Alizée,376476,7831946,20.80325,3.08205,0.55023
502,Alcazar,275060,2618531,9.51981,2.35326,-0.51527
503,Ivana Spagna,34971,209982,6.00428,1.94652,-1.10994
504,Melanie C,589783,9337864,15.83268,2.82332,0.17196
505,bnkr44,39523,1879850,47.56224,3.88284,1.72101
506,Paky,38205,1848958,48.39444,3.89983,1.74585
507,Natti Natasha,311437,4425587,14.21017,2.72196,0.02377
508,Jake la Furia,25075,518047,20.65907,3.07542,0.54054
509,bad gyal,352323,19012767,53.96387,4.00667,1.90205
510,Sofía Reyes,225726,2203067,9.75987,2.37582,-0.48229
511,Karol G,1149370,52008580,45.2496,3.83405,1.64968
512,Lola Indigo,148795,5440092,36.56074,3.62595,1.34543
513,Maluma,841681,24251842,28.81354,3.39496,1.00771
514,Nicky Jam,843431,11532843,13.6737,2.68605,-0.02872
515,Becky G,1194251,20676850,17.31364,2.90764,0.29524
516,Sofia Reyes,171061,1530969,8.94979,2.29755,-0.59672
517,Lunay,271704,4205060,15.47656,2.80193,0.14069
518,G.R.L.,280512,2633956,9.38978,2.34082,-0.53346
519,Alvaro Soler,317687,5178657,16.30107,2.85076,0.21208
520,Ron,35612,220683,6.19669,1.97362,-1.07032
521,NYV,6155,58094,9.43697,2.34535,-0.52684
522,Music Go Music,51672,527342,10.20536,2.41639,-0.42298
523,Betta Lemme,64341,641931,9.97685,2.39578,-0.45311
524,Elenoir,8479,55930,6.59551,2.02755,-0.99147
525,Federica Abbate,3915,56656,14.46782,2.73876,0.04833
526,VillaBanks,33737,2027981,60.10969,4.11267,2.05703
527,Club Dogo,46193,2271698,49.17733,3.91556,1.76885
528,Marracash,77881,6873820,88.25941,4.49154,2.61095
529,Gims,281011,6727737,23.9411,3.21651,0.74682
530,Willie Peyote,36548,1549153,42.38564,3.77012,1.55621
531,Artie 5ive,28450,2266766,79.67263,4.39039,2.46306
532,Frankie hi-nrg mc,53086,644308,12.13683,2.57541,-0.19048
533,"Alfa, Yanomi",319,3332,10.4125,2.4347,-0.39621
534,Mida,25228,362230,14.35768,2.73161,0.03788
535,Post Nebbia,24468,465371,19.01879,2.99667,0.4254
536,l'officina della camomilla,24189,610215,25.22591,3.26674,0.82025
537,Boom Da Bash,13822,172428,12.47399,2.60076,-0.15342
538,99 Posse,54625,807987,14.79125,2.75945,0.07858
539,Ernia,53976,4055561,75.13498,4.3325,2.37843
540,thasup,66148,5462162,82.57361,4.42572,2.51472
541,medy,18711,667959,35.69682,3.60269,1.31142
542,Ava,55588,802761,14.441,2.73702,0.04579
543,Deddy,7513,128942,17.16023,2.89923,0.28294
544,"Fedez, Annalisa, Articolo 31",733,6505,8.86239,2.28872,-0.60963
545,Nayt,30248,5256278,173.767,5.16345,3.5933
546,Random,115852,1326000,11.44553,2.52136,-0.26951
547,Sarah Toscano,11334,135344,11.94036,2.56035,-0.2125
548,Shade,62248,812424,13.05119,2.6427,-0.0921
549,Lucio Corsi,41734,808561,19.37369,3.01424,0.45109
550,yungest Moonstar,21293,1814811,85.2264,4.45697,2.56041
551,Finesse,40906,404588,9.89043,2.38788,-0.46466
552,Salmo,70200,6187714,88.14281,4.49023,2.60903
553,Luchè,31847,1526699,47.93704,3.89053,1.73225
554,Rancore,63009,3988735,63.3032,4.1636,2.13149
555,Gino Paoli,121706,998777,8.2064,2.21989,-0.71026
556,Marco Armani,35688,126883,3.55524,1.51627,-1.73898
557,Ivano Fossati,63087,691759,10.96498,2.48198,-0.32708
558,Pooh,51825,629646,12.14923,2.57636,-0.18909
559,Eugenio Finardi,41288,339591,8.22473,2.22188,-0.70735
560,Luigi Tenco,97749,882959,9.03282,2.30586,-0.58457
561,Adriano Celentano,371725,5089274,13.69092,2.68722,-0.02701
562,Al Bano & Romina Power,104836,923212,8.80616,2.28301,-0.61798
563,Fast Animals and slow kids,22569,975031,43.20031,3.78873,1.58342
564,Tre allegri ragazzi morti,67138,1722930,25.66213,3.28324,0.84438
565,IOSONOUNCANE,61763,950667,15.39192,2.79678,0.13316
566,Andrea Laszlo De Simone,67861,877655,12.93293,2.63425,-0.10446
567,The Zen Circus,34392,1213467,35.28238,3.59133,1.29481
568,Sick Tamburo,18445,412022,22.33665,3.15002,0.6496
569,Ministri,21889,1512206,69.08204,4.24966,2.25731
570,Mannarino,40408,762521,18.87007,2.98921,0.4145
571,Marlene Kuntz,76304,1748998,22.92114,3.17476,0.68578
572,Marco Castello,23671,825596,34.87647,3.58008,1.27837
573,Vinicio Capossela,107761,2095857,19.44894,3.01793,0.45648
574,Bandabardò,67477,1023643,15.17002,2.78315,0.11323
