ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog
10033,Наташа Королёва,14868,136342,9.16954,2.31939
10034,Фристайл,18550,183974,9.9172,2.39033
10035,Митя Фомин,26566,279609,10.52467,2.44448
10036,Ms Project,17287,62727,3.62835,1.5322
10037,Maite Kelly,13911,270477,19.44199,3.01759
10038,Estimado,1362,12967,9.51357,2.35266
10039,Anders | Fahrenkrog,1320,30715,23.25132,3.18847
10040,Кристина Орбакайте,34080,406753,11.93489,2.55992
10041,Diamond Rain,1441,12369,8.57766,2.25943
10042,Mode-One,1185,10856,9.15345,2.31781
10043,The Hurricanes,15736,64147,4.07618,1.62455
10044,Emy Care,1281,9124,7.117,2.09396
10045,Таня Корнева,1224,8601,7.02122,2.08209
10046,Spatial Vox,1713,22432,13.08751,2.64528
10047,Fresh Fox,2095,30206,14.41125,2.73509
10048,Aldo Lesina,1711,21659,12.65128,2.61383
10049,DO Passion,615,8412,13.65584,2.68483
10050,New Baccara,8284,48795,5.88955,1.93
10051,Boris Zhivago,2213,33937,15.32836,2.7929
10052,Stick Figure,246729,4961108,20.10743,3.04962
10053,Natty Bong,30030,235317,7.8358,2.17881
10054,Bryan Ferry,729529,9544408,13.08295,2.64496
10055,Be Svendsen,64856,680728,10.49582,2.44198
10056,Jimmy Somerville,144659,977644,6.75821,2.04875
10057,Murray Head,301586,2135107,7.07957,2.08933
10058,Refeci,32801,244893,7.46579,2.13603
10059,UB40,1269259,14917912,11.75323,2.54578
10060,Ardis,18745,115410,6.15651,1.96802
10061,Double,131045,1421470,10.8471,2.47208
10062,Enza,6761,54214,8.01745,2.19916
10063,Moskva-Kassiopeya,17091,124937,7.30967,2.11741
10064,The Lightning Seeds,365912,3817513,10.43284,2.43648
10065,Catatonia,258007,2987809,11.58029,2.53213
10066,Jean Michel Jarre,562066,15376827,27.35764,3.34489
10067,Ocean Colour Scene,608898,7201799,11.82757,2.55159
10068,Dodgy,246607,1633532,6.624,2.0313
10069,The Beautiful South,440422,6979636,15.84757,2.8242
10070,The Bluetones,403270,3722655,9.23114,2.32543
10071,Sleeper,283865,2304106,8.11687,2.21012
10072,Cast,371625,3439225,9.25453,2.32771
10073,The Supernaturals,55099,298235,5.41261,1.85826
10074,Supergrass,1659836,22435509,13.51669,2.67529
10075,The Charlatans,674084,9814231,14.55933,2.74466
10076,Super Furry Animals,506957,11379370,22.44637,3.15471
10077,Shed Seven,247985,2477107,9.98889,2.39688
10078,Mansun,289298,4062771,14.0435,2.71094
10079,Electronic,292978,3176260,10.84125,2.47158
10080,Art of Noise,390627,4406307,11.28005,2.50797
10081,Longpigs,164719,1350171,8.19676,2.21885
10082,Space Art,33857,249368,7.36511,2.12406
10083,Kula Shaker,458187,7470774,16.30504,2.85099
10084,Azul y Negro,12336,105411,8.54429,2.25594
10085,Kraftwerk,1249658,36104246,28.89127,3.39756
10086,Echobelly,152976,1348653,8.81605,2.28401
10087,Ian Brown,568220,9141466,16.08787,2.83836
10088,Ultravox,732574,9644380,13.16504,2.65077
10089,James,901929,16183289,17.94295,2.94143
10090,The KLF,340225,4482929,13.17632,2.65157
10091,Visage,499259,4121847,8.25591,2.22526
10092,The Beloved,306491,2336285,7.62266,2.15439
10093,The Original Movies Orchestra,46169,267540,5.79467,1.91613
10094,Stereophonics,1943429,46556410,23.95579,3.2171
10095,Ash,836777,13319615,15.91774,2.82836
10096,Rialto,75493,625442,8.28465,2.22836
10097,Dubstar,122353,1157410,9.45951,2.34751
10098,Gene,184476,1892062,10.25635,2.42093
10099,Suede,979137,28017814,28.61477,3.38827
10100,Brian Ice,18121,102764,5.67067,1.89772
10101,Kajagoogoo,420936,2875493,6.83117,2.05811
10102,Silver Pozzoli,29556,146669,4.96224,1.78544
10103,Living in a Box,162949,796097,4.88552,1.77249
10104,Thompson Twins,632727,5231896,8.26879,2.22665
10105,ABC,579421,5610433,9.6828,2.36863
10106,Climie Fisher,130941,669106,5.10994,1.80991
10107,Animotion,221324,1186313,5.36004,1.85003
10108,Ольга Рождественская,12980,116863,9.00261,2.30284
10109,DJ Jump,2334,8696,3.72419,1.55269
10110,Parvati Khan,20342,86268,4.24067,1.65644
10111,Paul Engemann,178584,1420366,7.95344,2.19203
10112,Eini,19186,215925,11.25371,2.50582
10113,BOBI & BOBA,3878,17196,4.4331,1.6925
10114,Игорь Скляр,19390,105191,5.42473,1.86015
10115,Юрий Никулин,18164,83629,4.60385,1.72345
10116,Тамара Миансарова,9464,68552,7.24268,2.10932
10117,Андрей Миронов,24670,241444,9.78655,2.37829
10118,Аида Ведищева,34675,417386,12.03674,2.56777
10119,Владимир Макаров,11184,54746,4.89459,1.77403
10120,Эдуард Хиль,38827,382842,9.85994,2.38508
10121,Ансамбль Детские Песни,11020,328116,29.77189,3.4266
10122,Нина Бродская,32852,216276,6.58314,2.02592
10123,2 Locos In a Room,3790,12151,3.20522,1.43632
10124,Большой детский хор Всесоюзного радио и Центрального телевидения,14970,378175,25.2605,3.26806
10125,"Олег Анофриев, Анатолий Горохов",5402,29253,5.41421,1.85851
10126,Хабиб,21049,307680,14.61662,2.74833
10127,Людмила Сенчина,11671,93251,7.98929,2.19603
10128,Children Vocal Band Morski Pesychinki,3401,55753,16.3883,2.85579
10129,Детский хор под управлением Людмилы Боковой,4712,23262,4.9357,1.78098
10130,Клара Румянова,24534,586196,23.89223,3.21455
10131,Galibri & Mavik,21352,293347,13.73797,2.69042
10132,Валентина Толкунова,21381,251147,11.74572,2.54519
10133,Александр Калягин,7583,119775,15.79311,2.82096
10134,Ива & Сказка,4772,50031,10.48208,2.44078
10135,Волшебники двора,11017,270951,24.59166,3.24226
10136,Varda Dias,1208,3390,2.80397,1.33604
10137,Александр Пинегин,3192,70979,22.22956,3.14542
10138,Hits Variété Pop,7335,29471,4.01731,1.61289
10139,Олег Анофриев,30423,827060,27.18445,3.33877
10140,Стас Костюшкин,7276,43580,5.98873,1.94429
10141,Марина Девятова,7687,66780,8.68626,2.2707
10142,Лариса Мондрус,17229,171553,9.95664,2.39394
10143,Оркестр кинематографии Владимира Васильева,2535,14637,5.77168,1.91274
10144,The New Seekers,102220,552640,5.40632,1.85728
10145,David Soul,73269,358178,4.88846,1.77299
10146,Tony Orlando & Dawn,108296,559903,5.17006,1.8197
10147,Tony Christie,120001,670593,5.58818,1.88527
10148,Mouth & MacNeal,18853,105775,5.61021,1.88861
10149,Alvin Stardust,55023,267274,4.8574,1.7677
10150,David Essex,189458,928116,4.89876,1.77474
10151,Lynn Anderson,188562,2142185,11.36057,2.51451
10152,Daniel Boone,47858,195134,4.07726,1.62477
10153,Tracey Ullman,83697,543199,6.48998,2.01356
10154,The Seekers,156831,1686968,10.75652,2.4644
10155,Paper Lace,82541,367696,4.45465,1.69646
10156,Vanity Fare,45457,209537,4.60946,1.72445
10157,Captain & Tennille,269359,1393715,5.17417,1.82037
10158,Brian Hyland,194948,1000761,5.13345,1.81375
10159,Gerry & The Pacemakers,360303,2571691,7.13755,2.09648
10160,Tight Fit,93704,328428,3.50491,1.50516
10161,The Osmonds,89319,498910,5.58564,1.88489
10162,Bobby Vee,304724,1768988,5.80519,1.91768
10163,Darts,24158,156645,6.48391,2.01275
10164,John Travolta,889253,6350405,7.14127,2.09694
10165,Cliff Richard & The Shadows,108770,642438,5.90633,1.93243
10166,David Cassidy,80972,448347,5.53699,1.87747
10167,David Dundas,30426,146849,4.82627,1.76237
10168,The Archies,538446,2848955,5.29105,1.83912
10169,Elkie Brooks,57117,357906,6.26608,1.98321
10170,Carpenters,1546244,24850863,16.07174,2.83742
10171,Mark Lindsay,25702,142991,5.5632,1.88147
10172,Rita Coolidge,155550,883176,5.67772,1.89877
10173,Chris Andrews,94193,393295,4.17537,1.64391
10174,Edison Lighthouse,529707,3846233,7.26104,2.11155
10175,Chicory Tip,38982,148896,3.81951,1.57267
10176,Helen Reddy,161236,918757,5.69817,1.90183
10177,Alan Price,46850,363175,7.7517,2.16924
10178,Евгений Осин,16533,159018,9.61763,2.36251
10179,Мурат Насыров,36068,286739,7.94973,2.19162
10180,Любэ,122793,2932778,23.88372,3.21421
10181,Татьяна Буланова,44525,600718,13.49139,2.67355
10182,Алёна Апина,18845,140364,7.44794,2.13392
10183,Вячеслав Добрынин,9296,72093,7.75443,2.16955
10184,Дюна,30858,492776,15.96863,2.83136
10185,Сергей Беликов,7880,49311,6.25694,1.98195
10186,Павел Смеян,18799,178673,9.50388,2.35174
10187,Юрий Лоза,21423,187993,8.77487,2.27981
10188,Григорий Лепс,98715,2210796,22.39551,3.15254
10189,Анна Герман,47455,593635,12.50916,2.60336
10190,Ирина Салтыкова,12156,133092,10.94776,2.48054
10191,Сергей Трофимов,34182,697649,20.40923,3.06382
10192,Валерия,54998,721739,13.12276,2.64778
10193,Секрет,73378,1147150,15.63321,2.8114
10194,Лицей,23379,209255,8.95017,2.29758
10195,Иосиф Кобзон,21181,218071,10.2951,2.42436
10196,Евгений Крылатов,18772,233232,12.4238,2.59702
10197,Непара,48563,411914,8.48187,2.24938
10198,Александр Маршал,31383,268602,8.55856,2.25743
10199,Глюкоза,72781,749200,10.29375,2.42424
10200,Юлия Савичева,110696,1774090,16.02654,2.83477
10201,Шура,37767,396817,10.50669,2.44292
10202,Ярослав Евдокимов,13006,95410,7.33528,2.12049
10203,Белый Орёл,10464,69551,6.64605,2.03418
10204,Эдита пьеха,16910,111630,6.60102,2.02828
10205,Алиса Фрейндлих,13317,86774,6.51554,2.01697
10206,Геннадий Гладков,19265,257966,13.3897,2.66651
10207,Отпетые мошенники,39483,318258,8.06042,2.20391
10208,Александр Зацепин,20688,228968,11.06713,2.49048
10209,Рок-острова,28059,283325,10.09711,2.40668
10210,БИРТМАН,18015,481799,26.74283,3.32297
10211,Блестящие,41726,384025,9.20327,2.3227
10212,Жуки,65996,726023,11.00084,2.48497
10213,Чай вдвоём,18232,162178,8.89475,2.292
10214,John Travolta & Olivia Newton-John,220054,1543067,7.01218,2.08096
10215,Fleetwood Mac,4058759,209911247,51.71807,3.96495
10216,Billy Joel,3393996,92152780,27.15169,3.3376
10217,"Earth, Wind & Fire",2641433,41408477,15.67651,2.814
10218,Elton John & Kiki Dee,87840,369279,4.20394,1.64941
10219,The Jacksons,964005,8090075,8.39214,2.23987
10220,Cass Elliot,449112,4821164,10.73485,2.46256
10221,Eric Carmen,670771,4106131,6.1215,1.96311
10222,Barry Manilow,893382,8135414,9.1063,2.31315
10223,Carl Douglas,547667,2397254,4.3772,1.68216
10224,Falco,729299,10231943,14.02981,2.71003
10225,Udo Jürgens,180341,2028661,11.24896,2.50544
10226,Михаил Муромов,8487,40259,4.74304,1.74798
10227,Münchener Freiheit,120794,1235956,10.23184,2.41875
10228,Михаил Бублик,6797,113247,16.65887,2.87123
10229,Александр Розенбаум,44845,1539368,34.32564,3.5646
10230,Елена Ваенга,35777,688363,19.23984,3.00765
10231,Наталия Власова,4725,37542,7.94371,2.19095
10232,Екатерина Семёнова,1277,5731,4.48435,1.70189
10233,ВИА «Сливки»,4395,30571,6.95427,2.0737
10234,Вадим Усланов,3416,22391,6.55282,2.02192
10235,Рада Рай,6673,52355,7.84462,2.1798
10236,Динамит,9646,95746,9.92495,2.39104
10237,Людмила Соколова,3286,30805,9.37176,2.33908
10238,Паскаль,10252,73518,7.17038,2.10051
10239,Brandon Stone,5214,50997,9.7789,2.37759
10240,Родион Газманов,4728,42810,9.05265,2.30783
10241,Ирина Понаровская,3076,21879,7.11049,2.09315
10242,Тамара Гвердцители,5458,44479,8.14782,2.21351
10243,Сергей Куприк,2201,9077,4.12216,1.63357
10244,SOPRANO Турецкого,2014,17265,8.56823,2.25844
10245,Алиса Мон,4596,22944,4.99108,1.79027
10246,Доминик Джокер,19843,167941,8.46306,2.24739
10247,Варвара Визбор,6492,115487,17.78638,2.93313
10248,БОЖЬЯ КОРОВКА,14755,107198,7.2647,2.11199
10249,Стас Пьеха,19553,204495,10.45796,2.43868
10250,Александр Панайотов,8814,130126,14.76188,2.75759
10251,Лариса Долина,29257,172835,5.90727,1.93257
10252,Николай Рыбников,11042,55080,4.98777,1.78971
10253,Слава,36920,403827,10.93759,2.47969
10254,Михаил Гребенщиков,7127,49200,6.90235,2.06716
10255,Веселые Ребята,18529,183281,9.89104,2.38794
10256,Николай Караченцов,8256,65945,7.98655,2.19572
10257,Сергей Жуков,10498,93357,8.89198,2.29172
10258,Ева Польна,28516,508382,17.82733,2.9353
10259,Алсу,39230,476923,12.15678,2.57693
10260,Зара,15852,163283,10.29981,2.42478
10261,Александр Айвазов,5470,50523,9.23469,2.32578
10262,Никита,19579,167108,8.53462,2.25492
10263,Данко,9701,70388,7.25499,2.11081
10264,Русский Размер,44036,755168,17.14848,2.89858
10265,Лолита,60767,801829,13.19492,2.65288
10266,Гости из Будущего,72003,1561290,21.68337,3.12163
10267,Майя Кристалинская,32998,348585,10.5635,2.44785
10268,Жанна Агузарова,66674,994684,14.91839,2.76747
10269,Елена Камбурова,20024,305209,15.24139,2.78756
10270,Ирина Отиева,13658,87486,6.405,2.00215
10271,Николай Басков,15956,131371,8.23281,2.22276
10272,Zемфира,311277,23062717,74.09041,4.31869
10273,Мария Ржевская,8345,35407,4.24239,1.65677
10274,Людмила Гурченко,17308,81585,4.71344,1.74282
10275,Сергей Никитин,19191,121328,6.3218,1.99085
10276,Любовь Успенская,14542,144895,9.96321,2.39454
10277,Ёлка,103100,2221068,21.54264,3.1154
10278,Тутси,30765,214934,6.98608,2.0777
10279,Елена Терлеева,24490,382896,15.63415,2.81145
10280,Никита Михалков,11354,60896,5.36292,1.85048
10281,Ночные Снайперы,168639,6598938,39.13032,3.69213
10282,Винтаж,103908,2839123,27.32316,3.34367
10283,Виктория Дайнеко,41472,423377,10.20849,2.41667
10284,Надежда Кадышева & Золотое кольцо,3964,37390,9.43001,2.34468
10285,Браво,151944,4382006,28.83942,3.39583
10286,Лада Дэнс,13388,108858,8.1304,2.2116
10287,Milli Vanilli,321714,2496921,7.76128,2.17034
10288,Shalamar,312008,2190225,7.01974,2.0819
10289,Bino,14408,55425,3.84655,1.57826
10290,Диана Гурцкая,8551,64766,7.57319,2.14863
10291,Наргиз,13301,155354,11.67899,2.53994
10292,ANNA ASTI,30618,1076102,35.14491,3.58753
10293,Руки вверх!,58610,1213933,20.71169,3.07785
10294,На-На,15877,103941,6.54622,2.02104
10295,MALFA,13342,121855,9.1325,2.31574
10296,Мари Краймбрери,30744,1026042,33.37264,3.53726
10297,Юрий Титов,9626,49419,5.13337,1.81374
10298,Jay Leemo,6713,53316,7.94101,2.19064
10299,Артём Качер,6910,105130,15.21198,2.78575
10300,Гузель Хасанова,7192,151354,21.04184,3.09294
10301,Peaches & Herb,220950,929914,4.20868,1.65032
10302,Vicki Sue Robinson,94640,354896,3.74991,1.55812
10303,Gladys Knight & The Pips,806435,5737421,7.11453,2.09365
10304,Van McCoy,157723,678121,4.29941,1.66759
10305,The Emotions,515776,2699299,5.23346,1.82993
10306,Rose Royce,442456,2355770,5.32429,1.84439
10307,Candi Staton,478440,3399065,7.10446,2.09241
10308,Redbone,984988,7914192,8.0348,2.20108
10309,Labelle,241420,1029338,4.26366,1.66082
10310,Maxine Nightingale,249818,1447151,5.79279,1.91586
10311,Barry White,1137021,12913583,11.35737,2.51425
10312,Evelyn Thomas,57292,199668,3.48503,1.50074
10313,Wild Cherry,637134,3258727,5.11465,1.81068
10314,Chaka Khan,1073381,9615274,8.95792,2.29836
10315,The Supremes,1309237,14490841,11.06814,2.49056
10316,Loleatta Holloway,117626,589981,5.01569,1.79437
10317,The Real Thing,169127,927751,5.48549,1.86956
10318,Stephanie Mills,216801,1365470,6.29823,1.98763
10319,The Ritchie Family,42512,181259,4.26361,1.66081
10320,Rupert Holmes,752721,5096885,6.77127,2.05043
10321,Roberta Flack,805925,6222114,7.72045,2.16567
10322,Love Unlimited Orchestra,114388,612450,5.35409,1.84909
10323,Heatwave,370469,2262464,6.10701,1.96108
10324,Real Life,215097,1431006,6.6528,2.03507
10325,Sonia,74796,518843,6.93668,2.07149
10326,Hazell Dean,61914,377585,6.09844,1.95987
10327,Lonnie Gordon,25235,146598,5.80908,1.91825
10328,Big Fun,42662,335991,7.87546,2.18329
10329,Kylie Minogue & Jason Donovan,24501,108729,4.43755,1.69332
10330,New Kids on the Block,513135,4932321,9.61211,2.36199
10331,Five Star,83457,535392,6.4151,2.00351
10332,Brother Beyond,35723,152622,4.27225,1.66245
10333,Right Said Fred,421360,2026029,4.80829,1.75928
10334,Kim Appleby,28506,134254,4.7095,1.74213
10335,Sybil,34790,208145,5.98272,1.94343
10336,Princess,37495,458370,12.2245,2.58207
10337,Маленький Принц,8061,58560,7.2637,2.11187
10338,Светлана Разина,4203,46145,10.97645,2.48294
10339,ДЕМО,53131,492000,9.25995,2.32824
10340,Лариса Черникова,10568,89997,8.51518,2.25288
10341,Восток,6353,60448,9.51337,2.35264
10342,Каролина,7205,60168,8.3497,2.23534
10343,Марина Журавлева,3750,39646,10.56944,2.44836
10344,Форум,19860,215364,10.84356,2.47178
10345,Кай Метов,11636,97329,8.36375,2.23684
10346,Фактор-2,38110,535155,14.042,2.71084
10347,Ансамбль Весёлые ребята,74616,814557,10.9165,2.47792
10348,ВИА «Поющие сердца»,3354,16742,4.99016,1.79011
10349,Гарик Сукачёв,46457,837390,18.02466,2.94573
10350,Сергей Скачков,6245,28366,4.54146,1.71225
10351,Александр Градский,21266,256412,12.0568,2.5693
10352,Андрей Макаревич,45229,617996,13.6634,2.68535
10353,Марина Хлебникова,12833,89613,6.98246,2.07724
10354,Примус,1211,8416,6.94389,2.0724
10355,СерьГа,47458,932235,19.64295,3.02737
10356,Калинов Мост,57819,1581355,27.34961,3.34461
10357,Talking System,846,5065,5.97992,1.94303
10358,Людмила Зыкина,8326,64266,7.71778,2.16536
10359,Таисия Повалий,11729,101246,8.63137,2.26502
10360,Надежда Кадышева,11691,89717,7.67336,2.16025
10361,Авраам Руссо,9400,64767,6.88937,2.06551
10362,Согдиана,15178,195114,12.8542,2.62858
10363,Балаган лимитед,8319,58524,7.03413,2.08369
10364,Lee Marrow,14815,69098,4.66374,1.73408
10365,Bobby O,26836,159220,5.93285,1.93627
10366,Cyber People,18586,101312,5.45069,1.86418
10367,Joe Yellow,15101,77315,5.11952,1.81148
10368,Tobias Bernstrup,18500,232063,12.54326,2.60588
10369,Patrick Cowley,133177,1119701,8.40755,2.24151
10370,Mr. Zivago,15736,75162,4.77613,1.75373
10371,David Lyme,12326,70656,5.7318,1.90684
10372,Italoconnection,4489,43839,9.76369,2.37617
10373,Sandy Marton,104505,795194,7.60907,2.15281
10374,Five Letters,8108,31859,3.92884,1.5951
10375,Band Aid,896211,4089927,4.56357,1.71623
10376,Jona Lewie,319445,1442270,4.51491,1.70745
10377,Bobby Helms,1473843,6857976,4.65312,1.7322
10378,Bill Haley & His Comets,530240,3116576,5.87765,1.92827
10379,Eddie Cochran,571148,4448336,7.78839,2.17343
10380,Jerry Lee Lewis,884419,8146655,9.21129,2.32349
10381,The Everly Brothers,831905,8136560,9.78062,2.37775
10382,The Waitresses,394515,1896771,4.80784,1.7592
10383,Chubby Checker,526557,2953740,5.60952,1.88851
10384,Matchbox,44952,300998,6.69583,2.04067
10385,Elvis Presley,3891018,122533976,31.49148,3.48097
10386,Gene Vincent,343944,2223567,6.46489,2.01021
10387,Little Richard,897141,8704129,9.70206,2.37043
10388,Stray Cats,482593,6326881,13.11015,2.64689
10389,Fats Domino,656558,5538431,8.43554,2.24448
10390,The Baseballs,269012,8802887,32.7229,3.51817
10391,Buddy Holly,1212491,16064057,13.24879,2.65667
10392,Carl Perkins,428096,2790144,6.51755,2.01724
10393,John Lindberg Trio,23409,263485,11.25523,2.50595
10394,Sha Na Na,176171,1334702,7.57613,2.14898
10395,Burl Ives,1004285,6134181,6.108,1.96122
10396,Roy Orbison,1735906,21221457,12.22499,2.5821
10397,Kombi,77028,934756,12.13511,2.57528
10398,Bill Haley,244294,1268966,5.1944,1.82364
10399,Chuck Berry,2280673,27648772,12.12307,2.57437
10400,Johnny Mathis,819907,5136032,6.26415,1.98295
